Unnamed: 0,Last modified: 2010-09-25,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
CCE-16514-2,"The ""Launching programs and unsafe files"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Launching programs and unsafe files
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16578-7,"The ""Allow scripting of Internet Explorer web browser control"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Allow scripting of Internet Explorer web browser control
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16266-9,"The ""Logon options"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Logon options
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16680-1,"The ""Allow cut, copy or paste operations from the clipboard via script"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Allow cut, copy or paste operations from the clipboard via script
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16623-1,"The ""Run .NET Framework-reliant components not signed with Authenticode"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Run .NET Framework-reliant components not signed with Authenticode
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16526-6,"The ""Navigate windows and frames across different domains"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Navigate windows and frames across different domains
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16403-8,"The ""Access data sources across domains"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Access data sources across domains
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16619-9,"The ""Open files based on content, not file extension"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Open files based on content, not file extension
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16404-6,"The ""Run ActiveX controls and plugins"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Run ActiveX controls and plugins
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15795-8,"The ""Binary Behavior Security Restriction: All Processes"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Security Features\Binary Behavior Security Restriction\All Processes
HKEY_CURRENT_USER\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_BEHAVIORS",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15914-5,"The ""Binary Behavior Security Restriction: Process List"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Security Features\Binary Behavior Security Restriction\Process List
HKEY_CURRENT_USER\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16443-4,"The ""Admin-approved behaviors"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Security Features\Binary Behavior Security Restriction\Admin-approved behaviors
HKEY_CURRENT_USER\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16192-7,"The ""Binary Behavior Security Restriction: Internet Explorer Processes"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Security Features\Binary Behavior Security Restriction\Internet Explorer Processes
HKEY_CURRENT_USER\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_BEHAVIORS",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16256-0,"The ""Turn Off First-Run Opt-In"" machine setting should be configured correctly for the Trusted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Turn Off First-Run Opt-In
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15428-6,"The ""Allow installation of desktop items"" machine setting should be configured correctly for the Trusted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow installation of desktop items
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15688-5,"The ""XAML browser applications"" machine setting should be configured correctly for the Trusted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\XAML browser applications
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16058-0,"The ""Run .NET Framework-reliant components not signed with Authenticode"" machine setting should be configured correctly for the Trusted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Run .NET Framework-reliant components not signed with Authenticode
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16023-4,"The ""Allow font downloads"" machine setting should be configured correctly for the Trusted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow font downloads
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16231-3,"The ""Allow script-initiated windows without size or position constraints"" machine setting should be configured correctly for the Trusted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow script-initiated windows without size or position constraints
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15962-4,"The ""Script ActiveX controls marked safe for scripting"" machine setting should be configured correctly for the Trusted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Script ActiveX controls marked safe for scripting
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16137-2,"The ""Initialize and script ActiveX controls not marked as safe"" machine setting should be configured correctly for the Trusted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Initialize and script ActiveX controls not marked as safe
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15943-4,"The ""Only allow approved domains to use ActiveX controls without prompt"" machine setting should be configured correctly for the Trusted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Only allow approved domains to use ActiveX controls without prompt
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16185-1,"The ""Navigate windows and frames across different domains"" machine setting should be configured correctly for the Trusted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Navigate windows and frames across different domains
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16235-4,"The ""XPS documents"" machine setting should be configured correctly for the Trusted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\XPS documents
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15344-5,"The ""Turn on Cross-Site Scripting (XSS) Filter"" machine setting should be configured correctly for the Trusted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Turn on Cross-Site Scripting (XSS) Filter
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
